Gata;Område;Storlek;Slutpris;Månadskostnad;Datum;Hiss;Nyproduktion;Balkong;Uteplats;Kommun;Rooms
Östervägen 9B, 1tr;Råsunda;44;3010000;3136;17 mar. 2023;1;0;1;0; Solna kommun;2
Armégatan 9B, vån 8 av 8!;Västra Skogen/Ingenting;78;5110000;4225;16 mar. 2023;1;0;1;0; Solna kommun;5
Råsundavägen 146, vån 6 av 6!;Råsunda/Näckrosen;58;3750000;3519;16 mar. 2023;1;0;1;0; Solna kommun;2
Solnavägen 41, plan 5;Nya Råsunda;57;3800000;3890;16 mar. 2023;1;0;1;0; Solna kommun;2
Solnavägen;Karolinska;50;3895000;3139;16 mar. 2023;1;1;1;0; Solna kommun;2
Infanterigatan 11, vån 8;Västra Skogen;98,5;4100000;5160;16 mar. 2023;1;0;1;0; Solna kommun;4
Parkvägen 23;Gamla Råsunda;90;7340000;3855;16 mar. 2023;1;0;1;0; Solna kommun;4
Fridensborgsvägen 135;Järvastaden;50;3100000;3253;16 mar. 2023;1;0;1;0; Solna kommun;2
Slottsvägen 9, vån 2;Haga Norra;51;3000000;3018;16 mar. 2023;1;0;1;0; Solna kommun;2
Krysshammarvägen 18, vån 5;Huvudsta;54,6;3150000;2359;15 mar. 2023;1;0;1;0; Solna kommun;2
Uppfartsvägen 11, 3tr;Råsunda;46;3300000;2097;15 mar. 2023;0;0;1;0; Solna kommun;2
Brotorpsvägen 4;Järvastaden;67;3800000;3536;15 mar. 2023;1;0;1;0; Solna kommun;3
Östervägen 11;Råsunda;49;2960000;2911;15 mar. 2023;0;0;1;0; Solna kommun;2
Arvid Tydéns allé 24;Huvudsta - Ingenting;56;3820000;3102;15 mar. 2023;1;0;1;0; Solna kommun;3
Broddgatan 3;Haga Norra;58;3360000;2895;15 mar. 2023;0;0;1;0; Solna kommun;2
Dammtorps allé 12, 4 tr;Järvastaden;91,5;5400000;5128;15 mar. 2023;1;0;1;0; Solna kommun;4
Mårdstigen 19;Bergshamra;75,5;3900000;5167;15 mar. 2023;0;0;1;0; Solna kommun;3
Råsundavägen 172, Vån 5;Råsunda;41;3100000;2456;15 mar. 2023;1;0;0;0; Solna kommun;2
Viktor sjöströms väg 8;Solna Råsunda - Gamla Filmstaden;49,5;3500000;3053;15 mar. 2023;1;0;1;0; Solna kommun;2
Gustav III:s Boulevard 85, 6 tr;Frösunda;51;3465000;3822;15 mar. 2023;1;0;1;0; Solna kommun;2
Evenemangsgatan 18, 4tr;Arenastaden;43;3200000;1904;14 mar. 2023;1;0;1;0; Solna kommun;2
Järva skjutbaneväg 27, 4tr;Järvastaden;46,5;3000000;2929;14 mar. 2023;1;0;1;0; Solna kommun;2
Brotorpsvägen 4;Järvastaden;50;3075000;2820;14 mar. 2023;1;0;1;0; Solna kommun;2
Järva Skjutbaneväg 27, 3tr;Järvastaden;46,5;2750000;3141;14 mar. 2023;1;0;1;0; Solna kommun;2
Virebergsvägen 11, Vån 12/12;Råsunda;57;3650000;1544;14 mar. 2023;1;0;1;0; Solna kommun;2
Parkvägen 10 A;Gamla Råsunda;96;7850000;4243;13 mar. 2023;0;0;0;0; Solna kommun;3
Parkvägen 2;Råsunda;50;3950000;2865;13 mar. 2023;1;0;0;0; Solna kommun;2
Hagalundsgatan 18, 12 tr;Hagalund;67;2950000;4087;13 mar. 2023;1;0;1;0; Solna kommun;3
Nybodagatan 6B;Skytteholm;76;3800000;3470;13 mar. 2023;1;0;1;0; Solna kommun;3
Gustav III:s Boulevard 141;Frösunda;108;5795000;6012;11 mar. 2023;1;0;1;0; Solna kommun;4
Fridensborgsvägen 150;Järvastaden;55;3000000;3031;10 mar. 2023;1;0;1;0; Solna kommun;2
Framnäsbacken 28, 6 tr;Skytteholm;69,6;3650000;2974;10 mar. 2023;1;0;0;0; Solna kommun;2
Mäster Simons Väg 22 ;Ritorp;55,3;3300000;3855;10 mar. 2023;1;0;1;0; Solna kommun;2
Huvudstagatan 1B Vån 7/7;Fristaden/Solna Centrum;56;4900000;3299;10 mar. 2023;1;0;1;0; Solna kommun;2
Mäster Simons Väg 15;Frösunda;55;3000000;3309;9 mar. 2023;1;0;1;0; Solna kommun;2
Blomgatan 22, Vån 3;Rudviken/Solna C;43;3100000;2233;9 mar. 2023;1;0;1;0; Solna kommun;2
Ripstigen 1, vån 9;Bergshamra;75;4725000;3724;8 mar. 2023;1;0;1;0; Solna kommun;3
Mårdstigen 14;Bergshamra;45;3110000;3253;8 mar. 2023;0;0;1;0; Solna kommun;2
Krysshammarvägen 18;Huvudsta;54,6;2750000;2359;8 mar. 2023;0;0;0;0; Solna kommun;2
Nybodagatan 6A, 2tr;Solna;56;2930000;2605;8 mar. 2023;1;0;1;0; Solna kommun;2
Illerstigen 40;Bergshamra;95;5800000;4554;8 mar. 2023;1;0;1;0; Solna kommun;4
Evenemangsgatan 30, våning 4;Arenastaden;49;3115000;2524;7 mar. 2023;1;0;1;0; Solna kommun;2
Brotorpsvägen 4, BV;Järvastaden;67;4000000;3536;7 mar. 2023;1;0;0;1; Solna kommun;3
Signalistgatan 12;Frösunda;60;4050000;3497;7 mar. 2023;1;0;1;0; Solna kommun;2
Drottning Kristinas Esplanad 63;Ulriksdal;71;4000000;3756;7 mar. 2023;1;0;1;0; Solna kommun;3
Rosenborgsgatan 9;Frösunda;83;4850000;4497;7 mar. 2023;1;0;1;0; Solna kommun;3
Signe Tillischgatan 10;Frösunda;47;3025000;2570;7 mar. 2023;1;0;0;1; Solna kommun;2
Signe Tillischgatan 5;Frösunda;61;3640000;3596;7 mar. 2023;1;0;1;0; Solna kommun;2
Storgatan 76C, vån 7;Huvudsta;53,5;3300000;3860;7 mar. 2023;1;0;1;0; Solna kommun;2
Lundagatan 1B, 3 tr;Västra Skogen;80;5200000;4738;6 mar. 2023;1;0;1;0; Solna kommun;3
Enköpingsvägen 9A;Ritorp;66;3450000;4113;6 mar. 2023;1;0;1;0; Solna kommun;2
Slottsvägen 9, 2 tr;Haga Norra;51;3425000;3018;6 mar. 2023;1;0;1;0; Solna kommun;2
Infanterigatan 17;Västra Skogen;79;3420000;4157;6 mar. 2023;1;0;1;0; Solna kommun;3
Jungfrudansen 52, BV;Huvudsta;65;2775000;3127;5 mar. 2023;1;0;0;0; Solna kommun;2
Johan Enbergs Väg 42;Västra Skogen;100,9;4500000;5823;5 mar. 2023;1;0;1;0; Solna kommun;4
Näckrosvägen 9;Råsunda - Näckrosen;54,5;3400000;3174;4 mar. 2023;1;0;1;0; Solna kommun;2
Storgatan 52;Huvudsta;60,1;3125000;2849;3 mar. 2023;1;0;1;0; Solna kommun;2
Ekensbergsvägen 97;Råsunda;73;4225000;4555;3 mar. 2023;1;0;1;0; Solna kommun;3
Wiboms väg 12;Huvudsta;63;3295000;3641;3 mar. 2023;1;0;1;0; Solna kommun;2
Näckrosvägen 5, 4 tr;Råsunda - Näckrosen;55;4030000;3332;2 mar. 2023;1;0;1;0; Solna kommun;2
Virebergsvägen 11;Vireberg - Råsunda;75;4360000;1957;2 mar. 2023;1;0;1;0; Solna kommun;3
Sjövägen 2, 4 tr;Råsunda;57;3100000;3900;1 mar. 2023;1;0;1;0; Solna kommun;2
Evenemangsgatan 34, 8 tr;Arenastaden;67;4070000;4243;1 mar. 2023;1;0;1;0; Solna kommun;3
Fridensborgsvägen 42;Järvastaden;40;2650000;2465;1 mar. 2023;1;0;1;0; Solna kommun;2
Johan Enbergs väg 22, vån 3;Västra Skogen;67;3610000;3619;1 mar. 2023;1;0;1;0; Solna kommun;2
Järva skjutbaneväg 27;Järvastaden;101,5;5300000;5788;1 mar. 2023;1;0;1;0; Solna kommun;4
Garvis Carlssons gata 28, vån 2;Råsunda;84;5170000;5250;1 mar. 2023;1;0;1;0; Solna kommun;3
Johan Enbergs väg 7, vån 4;Västra Skogen;67;3915000;3131;1 mar. 2023;1;0;1;0; Solna kommun;2
Charlottenburgsvägen 28;Råsunda;51,5;3870000;2711;1 mar. 2023;0;0;1;0; Solna kommun;2
Uppfartsvägen 5, 1tr;Gamla Råsunda;45;3270000;2997;1 mar. 2023;1;0;1;0; Solna kommun;2
Regnstigen 12, vån 7/7;Rudviken;36;2510000;1746;1 mar. 2023;1;0;1;0; Solna kommun;2
Johan Enbergs väg 23, våning 7/10;Västra Skogen;68;5900000;3087;1 mar. 2023;1;0;1;0; Solna kommun;2
Vasavägen 3A;Solna;1;3540000;3177;28 feb. 2023;0;0;1;1; Solna kommun;2
Framnäsbacken 3;Skytteholm;65;3100000;3793;28 feb. 2023;1;0;1;0; Solna kommun;2
Dammtorps allé 4;Brotorp;62;3175000;3976;28 feb. 2023;1;0;1;0; Solna kommun;2
Bergshamra Allé 33;Bergshamra;90;5850000;4708;28 feb. 2023;0;0;1;0; Solna kommun;3
Evenemangsgatan 10, Vån 2;Arenastaden;70;3900000;3263;28 feb. 2023;1;0;1;0; Solna kommun;2
Storgatan 72A;Huvudsta;71,5;4200000;4571;28 feb. 2023;1;0;1;0; Solna kommun;3
Fridensborgsvägen 19;Järvastaden;81;4450000;4496;28 feb. 2023;1;0;1;0; Solna kommun;3
Evenemangsgatan 24, våning 7;Arenastaden;72;3895000;2915;27 feb. 2023;1;0;1;0; Solna kommun;3
Pomonagatan 3;Frösunda;51,3;3000000;2632;27 feb. 2023;1;0;0;1; Solna kommun;2
Epistelvägen 1B, 5 tr;Västra Skogen;36;2885000;1950;27 feb. 2023;1;0;1;0; Solna kommun;2
Solnavägen 43;Råsunda;89;6200000;5362;27 feb. 2023;1;0;1;0; Solna kommun;3
Armégatan 36D;Västra Skogen;48;3090000;3380;26 feb. 2023;1;0;1;0; Solna kommun;2
Bangatan 13;Solna Centrum;79;4850000;4178;26 feb. 2023;1;0;1;0; Solna kommun;4
Frögatan 6, 4 tr;Frösunda;77;4700000;4301;25 feb. 2023;1;0;1;0; Solna kommun;5
Centrumslingan 51;Solna C;78;4850000;3987;25 feb. 2023;1;0;1;0; Solna kommun;3
Lostigen 4;Bergshamra;75;3800000;3988;24 feb. 2023;0;0;1;0; Solna kommun;3
Östervägen 40, 3 tr;Råsunda;68;4300000;4551;24 feb. 2023;1;0;1;0; Solna kommun;3
Centralvägen 7, vån 3;Solna Centrum;88;4250000;4382;24 feb. 2023;1;0;1;0; Solna kommun;3
Arvid Tydéns Allé 2;Västra skogen / Huvudsta;38;2970000;2058;24 feb. 2023;1;0;1;0; Solna kommun;2
Ingrid Bergmans väg 11;Gamla Filmstaden;86,5;6170000;4588;24 feb. 2023;1;0;1;0; Solna kommun;3
Garvis Carlssons gata 28;Råsunda;84;5750000;5250;24 feb. 2023;1;0;1;0; Solna kommun;3
Gustav III:s Boulevard 117, 3 tr;Frösunda;81;4720000;5012;24 feb. 2023;1;0;1;0; Solna kommun;3
Råsundavägen 119;Råsunda;49;3950000;1715;23 feb. 2023;1;0;0;0; Solna kommun;2
Solgatan 8;Centrala Solna /rudviken;58;3430000;2975;23 feb. 2023;1;0;1;0; Solna kommun;2
Barks väg 12;Bergshamra;99;6500000;5605;23 feb. 2023;1;0;1;0; Solna kommun;4
Kolonnvägen 68;Ulriksdal;49;3100000;3301;23 feb. 2023;1;0;1;0; Solna kommun;2
Bygatan 37;Huvudsta;88,4;4450000;4862;23 feb. 2023;1;0;1;0; Solna kommun;4
Fridensborgsvägen 157;Järvastaden;53,5;3195000;3320;23 feb. 2023;1;0;1;0; Solna kommun;2
Ankdammsgatan 31, vån 7;Skytteholm;62;3225000;3813;23 feb. 2023;1;0;1;0; Solna kommun;2
Kyrkbacken 9;Solna;66;2410000;4476;22 feb. 2023;1;0;1;0; Solna kommun;2
Slottsvägen 10, 3 tr;Haga Norra;86;4800000;5092;22 feb. 2023;1;0;1;0; Solna kommun;3
Ripstigen 1;Bergshamra;43;3250000;2291;22 feb. 2023;1;0;1;0; Solna kommun;2
Banmästargatan 8;Ulriksdal;74,5;4650000;5167;22 feb. 2023;1;0;1;0; Solna kommun;3
Krysshammarvägen 4;Huvudsta;82,3;3995000;3857;22 feb. 2023;1;0;1;0; Solna kommun;3
Näckrosvägen 18, vån 2;Råsunda - Näckrosen;54;3400000;3114;22 feb. 2023;1;0;1;0; Solna kommun;2
Näckrosvägen 9, Vån 5;Råsunda;54,5;4000000;3321;22 feb. 2023;1;0;1;0; Solna kommun;2
Fridensborgsvägen 116;Järvastaden;95;5500000;4220;22 feb. 2023;1;0;1;0; Solna kommun;4
Göran Perssons Väg 41;Huvudsta;68;3250000;3711;22 feb. 2023;1;0;1;0; Solna kommun;2
Klippgatan 24C, 5tr;Solna Centrum;75;4025000;2488;22 feb. 2023;1;0;1;0; Solna kommun;3
Erik Sandbergs Gata 6, 4/4 tr;Råsunda;45;3415000;2546;22 feb. 2023;1;0;1;0; Solna kommun;2
Regementsgatan 56;Ritorp;55,8;2815000;2930;21 feb. 2023;1;0;1;0; Solna kommun;2
Anders Lundströms Gata 4, VÅNING 5/5;Frösunda;97,6;5600000;5187;21 feb. 2023;1;0;1;0; Solna kommun;4
Råsundavägen 119;Råsunda;76;6725000;2968;21 feb. 2023;1;0;1;0; Solna kommun;3
Evenemangsgatan 18, våning 13;Arenastaden;45;3250000;1993;21 feb. 2023;1;0;1;0; Solna kommun;2
Ekensbergsvägen 63;Vireberg;59;3600000;3347;21 feb. 2023;0;0;0;1; Solna kommun;3
Ekensbergsvägen 65;Råsunda;75,5;4500000;3951;20 feb. 2023;0;0;1;0; Solna kommun;3
Ripstigen 8;Bergshamra;70;4300000;3886;20 feb. 2023;1;0;0;0; Solna kommun;3
Ripstigen 3;Bergshamra;60;4000000;3078;20 feb. 2023;1;0;1;0; Solna kommun;2
Skytteholmsvägen 22;Solna C;58;3100000;2573;20 feb. 2023;1;0;1;0; Solna kommun;2
Evenemangsgatan 40;Arenastaden;69;4670000;4300;20 feb. 2023;1;0;1;0; Solna kommun;3
Råsundavägen 57;Råsunda;36;2650000;1806;19 feb. 2023;0;0;0;0; Solna kommun;2
Tottvägen 7, 2 tr;Gamla Råsunda;57;3950000;2048;19 feb. 2023;0;0;1;0; Solna kommun;2
Signe Tillischgatan 18;Frösunda;47;3025000;2570;19 feb. 2023;1;0;0;1; Solna kommun;2
Gustav III:s Boulevard 5;Frösunda;93;4930000;4860;17 feb. 2023;1;0;1;0; Solna kommun;3
Solnavägen 98B;Råsunda;58;3950000;4462;17 feb. 2023;1;0;1;0; Solna kommun;3
